date,speaker,party,aggr,infl,disc
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,1
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,1,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,1
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,1,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,1,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,1,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,1,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,1,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,1
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,1
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,1
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,1,0,0
2016-10-19,CLINTON,Dem,1,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,1,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,1,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,1,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,1,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,1,1,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,1
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,1
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,1,1,0
2016-10-19,TRUMP,Rep,1,1,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,CLINTON,Dem,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,1
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,1,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-19,TRUMP,Rep,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,CLINTON,Dem,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,1,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,1,1,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
2016-10-09,TRUMP,Rep,0,0,0
